node_id	longitude	latitude
u1557f09wxzz	4.384521	51.207576
u1557sqz5hzf	4.381968	51.220862
u1557u3z1sb4	4.386013	51.220862
u1557u3vc2up	4.386007	51.220627
u155k52n82pc	4.394553	51.215258
u1557grpuq7u	4.393346	51.215507
u155k42n8k0n	4.394542	51.209787
u1557fkp2cs0	4.389076	51.209901
u1557fyxt5k5	4.392691	51.212701
u1557ftj035f	4.390427	51.210886
u1557fsu3th0	4.390138	51.210778
u1557f7tryeu	4.388689	51.209585
u1557f6brfrz	4.387665	51.208705
u1557f76gdsj	4.388164	51.209135
u155k425zbpg	4.394875	51.209293
u1557f0yp7xy	4.384897	51.208325
u1557f4qvgeb	4.386887	51.208453
u1557f65qfgy	4.386587	51.209222
u1557fkdsyzv	4.389939	51.209115
u1557fzksfhp	4.393710	51.212180
u1557gxu2w7z	4.394215	51.216279
u1557grrmyez	4.393753	51.215423
u155k585xzrc	4.394875	51.216155
u155k52ps3b5	4.394714	51.215439
u1557grvwhrz	4.394456	51.215110
u1557gr8xtru	4.394177	51.214257
u1557gpwe02p	4.393973	51.213887
u1557fuexrun	4.390041	51.212039
u1557fwx5qs5	4.392616	51.211259
u155k480zgpb	4.394875	51.210167
u1557cus2ngf	4.389730	51.206668
u1557snyyds5	4.382113	51.219435
u1557sqg7ppf	4.381968	51.220231
u1557ft9h920	4.391291	51.210200
u1557fr4ympv	4.393437	51.209149
u1557ez8pfzz	4.383202	51.216904
u1557fjc4ezy	4.391559	51.207468
u1557fj8jf05	4.391345	51.207287
u1557dpcrxu4	4.383529	51.207532
u1557snunprf	4.382097	51.218988
u1557eyu4e2h	4.381936	51.217593
u1557sq2cczu	4.381227	51.219774
u1557eyz7fsp	4.381995	51.218148
u1557eyrjgb4	4.381388	51.218111
u15579zk6wgf	4.382628	51.206668
u1557fmjvn7c	4.390631	51.209669
u155k4b1rupu	4.394875	51.211632
u1557frse5pc	4.393984	51.209438
u1557gq2vr7u	4.392359	51.214310
u1557fuyy6k1	4.390342	51.212566
u15579yu3qu4	4.381887	51.206668
u1557g8x3yrc	4.384317	51.216794
u1557gq6y7s1	4.392402	51.214633
u155kh0pzgzf	4.394875	51.219613
u1557ukzv8zg	4.390315	51.220970
u1557umx0uu4	4.391136	51.220862
u1557urhxs8h	4.393480	51.220432
u1557v8uw6gu	4.384848	51.227289
u155kj85xupy	4.394875	51.227125
u1557y94wery	4.385208	51.232442
u1557y91nxeu	4.385203	51.232207
u1557wrehz7u	4.383067	51.231176
u1557y26f780	4.383985	51.231112
u1557us9cmb0	4.389778	51.221340
u1557usc8285	4.390079	51.221269
u1557yb88vxf	4.384274	51.233484
u1557y9j2kkh	4.384934	51.232919
u1557wybz5gf	4.382134	51.233517
u1557wwywwrf	4.382118	51.233144
u1557wwsrmey	4.381801	51.232755
u1557wxm46up	4.382617	51.232869
u1557v7t110h	4.388394	51.225993
u1557v6u4884	4.387429	51.225818
u1557v6k3y25	4.386710	51.225892
u1557v60w8kp	4.386576	51.225217
u1557tqqxt0h	4.381464	51.226271
u1557tw8rprg	4.381796	51.226584
u1557tx29cgu	4.382595	51.226597
u1557trrew7f	4.382671	51.226450
u1557u9cctgb	4.386018	51.221340
u1557ud1y7b5	4.386560	51.221329
u1557udf6ch0	4.387445	51.221400
u1557ue36hgf	4.388099	51.221249
u1557ues8nxv	4.388362	51.221817
u1557ugc9q2h	4.388748	51.222673
u1557uggvy2j	4.388942	51.223060
u1557yspx6s0	4.389355	51.233296
u1557vndcw8h	4.392536	51.224262
u1557vnz4gru	4.392943	51.224975
u1557wwwun7z	4.381662	51.233188
u1557wws7th4	4.381641	51.232751
u1557uyjdyhj	4.391908	51.223359
u1557vhwnvzy	4.390025	51.224817
u1557vjsnshn	4.391382	51.224464
u1557vjg13b0	4.391495	51.224279
u1557ubn3fpy	4.383631	51.223466
u1557ubhdr2n	4.383641	51.223194
u1557ub6mngf	4.384108	51.222804
u1557uude1bn	4.389853	51.222821
u1557wxdf18p	4.382944	51.232476
u1557wx93du0	4.382928	51.232224
u1557udgej7z	4.387456	51.221639
u1557uf8hs7c	4.387177	51.222405
u1557uf6ps5v	4.386962	51.222747
u1557ufhzezg	4.386624	51.223218
u1557yjnkvgz	4.390621	51.230353
u1557yhmytxy	4.389671	51.230266
u1557yhn1rpg	4.389102	51.230316
u1557yfpr1u4	4.386597	51.234622
u1557yf1tgxu	4.386549	51.233645
u1557tw2f7bh	4.381238	51.226651
u1557tqt96pc	4.381549	51.226083
u1557tqdbe5b	4.381512	51.225616
u1557tn26v0n	4.381260	51.223826
u1557yq684ez	4.392133	51.231065
u1557yq6w48p	4.392385	51.231065
u1557yzzrcb4	4.394521	51.234622
u1557ww9qmrb	4.381764	51.232237
u1557ww9u0xc	4.381667	51.232298
u1557tyc53h1	4.381973	51.228052
u1557tyv7vk1	4.381995	51.228804
u1557tyv2u01	4.381860	51.228798
u1557ygx79zf	4.388512	51.234622
u1557yumb385	4.389392	51.234364
u1557yusemzv	4.389875	51.234172
u1557yugcq5u	4.390127	51.234045
u1557yv2u0h4	4.390932	51.233497
u1557ytwmqu4	4.391329	51.233104
u1557ytu797f	4.391597	51.232731
u1557yw12v20	4.391817	51.232237
u1557yqnf9k5	4.391897	51.231787
u1557vypb95f	4.391811	51.229211
u1557vtvqc7v	4.391736	51.227410
u1557uuv3szb	4.390143	51.223308
u1557uuy1m5v	4.390127	51.223439
u1557vj08xzg	4.390444	51.223883
u1557vw7qgrv	4.392428	51.227078
u1557vwzmpec	4.393035	51.227787
u1557vy2vsxu	4.392375	51.228028
u1557vy5gngy	4.391919	51.228556
u1557yqqu8sp	4.392326	51.231784
u1557yn3ts84	4.392364	51.229530
u1557yp2du00	4.393619	51.229355
u1557vzrb9pf	4.393533	51.229211
u1557yz7y280	4.393770	51.234014
u1557yz4ktgv	4.393356	51.233786
u1557yy923eg	4.392487	51.233591
u1557yzbgx84	4.394338	51.233537
u1557yzv7hrz	4.394327	51.234293
u1557y869r0p	4.383942	51.232463
u1557yn1rf81	4.392117	51.229476
u1557ynmg4ef	4.392262	51.230249
u1557yw3uypv	4.392343	51.232328
u1557yw7h75g	4.392316	51.232526
u1557ycpr3u4	4.385235	51.234622
u1557v6bs6gz	4.387509	51.225230
u1557v72vck0	4.388260	51.225264
u1557v5yu8xz	4.388899	51.224918
u1557vhmg0zc	4.389521	51.224746
u1557twyne8p	4.382107	51.227551
u1557ty90yh1	4.381523	51.228079
u1557v2r2hbj	4.383888	51.226399
u1557v2qsjb0	4.384060	51.226275
u1557v82810p	4.383888	51.226594
u1557uessw8j	4.388545	51.221817
u1557usm5yzz	4.389553	51.221904
u1557uswqfsj	4.390020	51.222096
u1557uubgvzy	4.390240	51.222542
u1557vnnep2p	4.391913	51.224911
u1557vq0rneg	4.392090	51.225207
u1557vq6kfpg	4.392343	51.225526
u1557vqtv824	4.392707	51.226117
u1557vqr3nhj	4.392176	51.226406
u1557vw23xrg	4.392203	51.226584
u1557vw6z0eu	4.392434	51.226977
u1557vtu26sp	4.391457	51.227246
u1557yq0pfs4	4.392123	51.230635
u1557yq25w7f	4.392284	51.230655
u1557ynjxx2n	4.392107	51.230232
u1557yxfsy85	4.394392	51.232459
u1557wyytbzc	4.382086	51.234488
u1557y6gpteb	4.387649	51.231166
u1557y6vzks1	4.387638	51.231633
u1557yf460uj	4.386383	51.233759
u1557ycfqp5v	4.386211	51.233793
u1557yckk601	4.385444	51.234108
u1557wyqgm24	4.381281	51.234555
u1557tr6t8k5	4.382756	51.225559
u1557v3nr3u5	4.385235	51.226211
